vip,title,year,kms,city,province,transmission,price,age,age_sq,year_norm,year_norm_sq,kms_norm,kms_norm_sq,10th Quantile,50th Quantile,90th Quantile,cheap,expensive
29385766,2009 Subaru Outback 2.5i,2009,244100,Toronto,ON,Automatic,7995,15,225,0.11,0.0121,244.1,59584.81,2063.75889070478,5354.8848185051,9105.65858334055,False,False
29392108,2010 Subaru Outback 2.5i AWD,2010,259036,Halifax,NS,Automatic,2994,14,196,0.12,0.0144,259.036,67099.649296,2463.17666128471,5621.11422744711,9214.66415385038,False,False
29383464,2018 Subaru Outback Touring,2018,141500,-,ON,,22500,6,36,0.2,0.04,141.5,20022.25,20941.1712020199,24347.0240911673,28070.8748717189,False,False
29480141,2009 Subaru Outback i,2009,152000,Montreal,QC,Automatic,7500,15,225,0.11,0.0121,152,23104,5783.48362311978,9960.87142234051,14656.7430046071,False,False
29418267,2021 Subaru Outback Limited XT,2021,16500,Southeast Calgary,AB,Automatic,43500,3,9,0.23,0.0529,16.5,272.25,33954.5043849556,41325.713694235,45425.9809833468,False,False
29543723,2001 Subaru Outback,2001,320000,-,AB,,2000,23,529,0.03,0.0009,320,102400,-3098.97957926428,2221.06993249286,4154.30110000202,False,False
29117955,2008 Subaru Outback,2008,260000,-,NS,,5000,16,256,0.1,0.01,260,67600,597.860528938181,4060.10282353557,7620.18551881499,False,False
29286624,2011 Subaru Outback,2011,300000,Moser River,NS,Automatic,2000,13,169,0.13,0.0169,300,90000,1999.99999999998,5281.57817399375,8418.14211892999,False,False
29273392,2002 Subaru Outback,2002,278588,-,BC,,3750,22,484,0.04,0.0016,278.588,77611.273744,-1763.95905348977,2910.59900772911,5505.58242317091,False,False
29476894,2013 Subaru Outback,2013,212000,-,QC,,9995,11,121,0.15,0.0225,212,44944,8288.80363386278,11171.1564614735,15065.5877721591,False,False
29285837,2011 Subaru Outback 2.5i Limited Pwr Moon,2011,155000,Calgary,AB,Automatic,10900,13,169,0.13,0.0169,155,24025,7809.16677035859,11648.3027751232,16278.5574105878,False,False
29426084,2007 Subaru Outback,2007,196000,Peterborough,ON,Automatic,4900,17,289,0.09,0.0081,196,38416,2488.99962032035,6356.13128859505,10519.9132514027,False,False
29438643,2020 Subaru Outback Touring,2020,62000,Saint-Augustin-de-Desmaures,QC,Automatic,29500,4,16,0.22,0.0484,62,3844,29276.2937066163,34835.0819751074,38802.8451243689,False,False
29427461,2014 Subaru Outback,2014,255000,-,QC,Automatic,6999,10,100,0.16,0.0256,255,65025,8205.33802033425,10864.2670864107,14195.5007214305,True,False
29546423,2013 Subaru Outback Convince,2013,255000,-,AB,,12500,11,121,0.15,0.0225,255,65025,6568.92953381297,9336.55289068016,12787.6801471423,False,False
29409290,2012 Subaru Outback Limited,2012,174000,-,ON,,11500,12,144,0.14,0.0196,174,30276,8349.89298529621,11753.651290259,16128.4067844183,False,False
29163935,2005 Subaru Outback,2005,300000,Mont-Royal,QC,Automatic,4000,19,361,0.07,0.0049,300,90000,-2517.25205359875,1726.57336446983,4617.13011642181,False,False
29547123,2016 Subaru Outback,2016,176000,-,QC,,14900,8,64,0.18,0.0324,176,30976,15135.527700193,18095.011971427,21911.2245685289,True,False
29150844,2011 Subaru Outback,2011,302000,-,ON,,5500,13,169,0.13,0.0169,302,91204,1921.49416357577,5224.22081494795,8339.98413285247,False,False
29458069,2021 Subaru Outback Limited XT,2021,49214,Stratford,ON,Automatic,40850,3,9,0.23,0.0529,49.214,2422.017796,32573.6771555414,38569.8871843353,42341.7338146636,False,False
29164143,2008 Subaru Outback,2008,286000,-,QC,,4000,16,256,0.1,0.01,286,81796,-430.741182001046,3163.60994982377,6454.26504935874,False,False
29161693,2006 Subaru Outback Xt,2006,215000,-,ON,,8500,18,324,0.08,0.0064,215,46225,1211.27845802026,5097.81540153843,8981.55378431027,False,False
29392607,2005 Subaru Outback,2005,0,-,ON,,3200,19,361,0.07,0.0049,0,0,9758.03334867,19716.6860634679,25666.3215243687,True,False
29403805,2010 Subaru Outback Limited Package w/Multimedia,2010,372000,Montréal,QC,Automatic,4750,14,196,0.12,0.0144,372,138384,-1952.90968326868,2721.2788552067,5137.75880622843,False,False
29393572,2007 Subaru Outback,2007,325000,-,ON,,5500,17,289,0.09,0.0081,325,105625,-2632.22433951402,1574.02499778521,4403.20348557265,False,True
29383433,2010 Subaru Outback Limited Package w/Multimedia,2010,371000,Montreal,QC,Automatic,4750,14,196,0.12,0.0144,371,137641,-1914.43399244452,2735.34939182961,5162.32461402457,False,False
29350274,2011 Subaru Outback,2011,272000,Blainville,QC,Automatic,6500,13,169,0.13,0.0169,272,73984,3103.71200076077,6171.60843493293,9598.81545312011,False,False
29486376,2016 Subaru Outback,2016,149000,Beachburg,ON,Automatic,20500,8,64,0.18,0.0324,149,22201,16236.5826169869,19644.1895153475,23736.1737807848,False,False
28979596,2017 Subaru Outback 2.5i Touring w/Tech Pkg,2017,150111,Greenway-Chaplin,ON,Automatic,17999,7,49,0.19,0.0361,150.111,22533.312321,18309.4533551607,21615.2943965076,25488.2961064532,True,False
29386164,2011 Subaru Outback 3.6R w/Limited Pkg,2011,291559,Halifax,NS,Automatic,7995,13,169,0.13,0.0169,291.559,85006.650481,2331.81969098299,5532.78577221949,8757.07940996902,False,False
29271831,2007 Subaru Outback,2007,272037,Toronto,AB,,6500,17,289,0.09,0.0081,272.037,74004.129369,-551.823107481279,3120.16672967155,6499.99999999999,False,True
29439421,2014 Subaru Outback Limited Package,2014,158537,Montreal,QC,Automatic,11000,10,100,0.16,0.0256,158.537,25133.980369,12092.003374047,15514.1861273731,19836.4219261457,True,False
29402126,2013 Subaru Outback Touring Package,2013,236000,Lac-au-Saumon,QC,Automatic,6500,11,121,0.15,0.0225,236,55696,7326.3603171563,10099.9483220132,13747.2612111672,True,False
29250153,2013 Subaru Outback,2013,247000,-,AB,,14350,11,121,0.15,0.0225,247,61009,6887.36268029249,9648.86540714708,13182.6564048857,False,True
29140908,2011 Subaru Outback Fully loaded,2011,310000,-,ON,,4500,13,169,0.13,0.0169,310,96100,1607.91179795717,5003.07968679309,8035.58661988576,False,False
28823168,2005 Subaru Outback 3.0 VDC Flat 6,2005,400000,-,NS,,1000,19,361,0.07,0.0049,400,160000,-6388.52381522183,-125.976854345456,1717.948652104,False,False
29361580,2015 Subaru Outback Touring,2015,145796,Winnipeg,MB,Automatic,24950,9,81,0.17,0.0289,145.796,21256.473616,14410.0813079889,17970.2595761889,22273.3044020627,False,True
29100873,2017 Subaru Outback 2.5i Premier avec ensemble Technologie,2017,141500,Québec,QC,Automatic,19000,7,49,0.19,0.0361,141.5,20022.25,18662.1931560406,22139.1546996962,26099.9135164342,False,False
29539962,2019 Subaru Outback Limited,2019,86150,Grande Prairie,AB,Automatic,35392,5,25,0.21,0.0441,86.15,7421.8225,25667.6560032632,30458.9972045629,34478.3894534019,False,True
29451045,2017 Subaru Outback,2017,175000,-,PE,,23999,7,49,0.19,0.0361,175,30625,17294.4998495155,20187.5258099249,23806.315249943,False,True
29213574,2015 Subaru Outback 2.5i avec groupes Touring et Technologie,2015,158500,-,QC,Automatic,17500,9,81,0.17,0.0289,158.5,25122.25,13890.5647275469,17214.0925939495,21387.5588784952,False,False
29305680,2014 Subaru Outback,2014,210000,-,QC,Automatic,11500,10,100,0.16,0.0256,210,44100,10005.7023671605,12793.5254023775,16588.6212735698,False,False
29093161,2018 Subaru Outback Limited,2018,134250,Rimouski,QC,Automatic,24800,6,36,0.2,0.04,134.25,18023.0625,21238.7930551999,24800.0000000003,28597.6601135845,False,False
29084519,2003 Subaru Outback,2003,355000,-,MB,,1275,21,441,0.05,0.0025,355,126025,-4880.70590927963,626.560002800237,2627.1051525197,False,False
29084090,2013 Subaru Outback Touring,2013,278000,-,MB,,10500,11,121,0.15,0.0225,278,77284,5657.3644726319,8512.52395114063,11725.5127754776,False,False
28702569,2006 Subaru Outback,2006,310,-,ON,,3500,18,324,0.08,0.0064,0.31,0.0961,10096.1061450792,19855.8748828422,25916.5470707164,True,False
28541917,"2009 Subaru Outback 2,5i avec Groupe tourisme",2009,290000,-,QC,Manual,4295,15,225,0.11,0.0121,290,84100,244.870408247494,3715.64063235016,6991.13891449999,False,False
29286219,2020 Subaru Outback Commodité,2020,95000,Blainville,QC,Automatic,27900,4,16,0.22,0.0484,95,9025,27900,32367.2630083943,36001.7055506302,True,False
28712905,2007 Subaru Outback Black Cloth,2007,211700,-,AB,Automatic,9000,17,289,0.09,0.0081,211.7,44816.89,1855.91362765836,5589.83143854026,9592.38287123004,False,False
29166836,2014 Subaru Outback,2014,218000,-,QC,,11500,10,100,0.16,0.0256,218,47524,9684.00596810177,12419.8794065007,16132.7102238859,False,False
28454732,2012 Subaru Outback,2012,245000,Stony Plain,AB,,9250,12,144,0.14,0.0196,245,60025,5491.31511527517,8371.34021647545,12016.4236981182,False,False
29483780,2018 Subaru Outback Touring,2018,172282,Ottawa,ON,Automatic,19995,6,36,0.2,0.04,172.282,29681.087524,19683.9835882178,22545.0712351168,25954.7544398789,False,False
28717624,2010 Subaru Outback 2.5 Pzev,2010,196400,-,NB,,9950,14,196,0.12,0.0144,196.4,38572.96,4972.42591750962,8368.53427313684,12607.3357642672,False,False
28649629,2005 Subaru Outback R,2005,274000,Saint-Jean-de-Matha,QC,Automatic,1900,19,361,0.07,0.0049,274,75076,-1492.66326137174,2547.64263512348,5708.11726065377,False,False
29577630,"2017 Subaru Outback 3.6R w/ Backup Cam, Sunroof, Bluetooth, Heated Steering Wheel",2017,115590,Bedford,NS,Automatic,26990,7,49,0.19,0.0361,115.59,13361.0481,19728.497148781,23808.0873304433,28032.2998283934,False,False
29455330,2024 Subaru Outback Limited,2024,0,Grande Prairie,AB,Automatic,47215,0,0,0.26,0.0676,0,0,43901.9999999999,51973.9929621165,55089.831145578,False,False
29065735,2005 Subaru Outback -,2005,180000,North Bay,ON,Automatic,4000,19,361,0.07,0.0049,180,32400,2273.79748617684,6684.77527640967,10813.5102169018,False,False
28877775,2010 Subaru Outback,2010,260000,Sherbrooke,QC,Automatic,6000,14,196,0.12,0.0144,260,67600,2424.89599320012,5585.18202458048,9168.7599101493,False,False
27635616,2011 Subaru Outback,2011,308000,-,AB,,4888,13,169,0.13,0.0169,308,94864,1686.24124235009,5057.12172262755,8110.45083342594,False,False
28806088,2010 Subaru Outback,2010,143333,Terrebonne,QC,Automatic,9000,14,196,0.12,0.0144,143.333,20544.348889,7132.17850988251,11332.3554388476,16113.6973576667,False,False
28447171,2010 Subaru Outback,2010,283000,Lincoln,ON,,2000,14,196,0.12,0.0144,283,80089,1514.59874974407,4784.98197062249,8130.26652859669,False,False
28217876,2005 Subaru Outback XT,2005,273000,-,ON,Automatic,2000,19,361,0.07,0.0049,273,74529,-1453.10716935583,2582.01952641588,5752.85742524105,False,False
28264345,2008 Subaru Outback L. L. BEAN,2008,250000,-,AB,,8499,16,256,0.1,0.01,250,62500,995.460981959317,4442.20516109083,8105.67140965084,False,True
28788857,2008 Subaru Outback 2.5,2008,295481,-,AB,Manual,3000,16,256,0.1,0.01,295.481,87309.021361,-803.970456397685,2871.55223001626,6063.73297216663,False,False
29068035,2012 Subaru Outback Limited,2012,270000,-,ON,,5900,12,144,0.14,0.0196,270,72900,4498.00301409464,7429.0348538816,10815.5752700026,False,False
28987571,2012 Subaru Outback 3.6r Limited,2012,176000,-,QC,,10500,12,144,0.14,0.0196,176,30976,8268.60897437892,11644.0775906345,15998.3718808779,False,False
28886801,2016 Subaru Outback Touring,2016,97000,-,NB,,19700,8,64,0.18,0.0324,97,9409,18379.7771541273,23053.3953283029,27673.7288316465,False,False
28722803,2007 Subaru Outback,2007,202000,-,AB,,8200,17,289,0.09,0.0081,202,40804,2246.73511585023,6057.2480986236,10159.4524936173,False,False
29068341,2002 Subaru Outback,2002,212000,-,MB,,1500,22,484,0.04,0.0016,212,44944,890.708013186588,5588.8610381562,8871.38434143099,False,False
28532917,2002 Subaru Outback -,2002,172000,-,SK,Automatic,3900,22,484,0.04,0.0016,172,29584,2508.89157020191,7639.43379416449,11332.0970794041,False,False
28717011,2013 Subaru Outback,2013,273000,-,NS,Automatic,8000,11,121,0.15,0.0225,273,74529,5855.03468769191,8682.33633059556,11947.1549905783,False,False
28749304,2008 Subaru Outback,2008,200000,-,NS,,3000,16,256,0.1,0.01,200,40000,2999.99999999997,6663.52839993101,10841.8920392049,False,False
28491744,2005 Subaru Outback,2005,226000,-,BC,,7000,19,361,0.07,0.0049,226,51076,418.464793599291,4431.463703559,8087.8561247258,False,False
28550713,2014 Subaru Outback 5dr wgn auto 3.6R w limited package,2014,130000,-,ON,,16000,10,100,0.16,0.0256,130,16900,13261.4726046348,17259.3564676423,21872.3617286225,False,False
29523055,2019 Subaru Outback 2.5i Touring,2019,104569,Lower Sackville,NS,Automatic,27900,5,25,0.21,0.0441,104.569,10934.675761,24902.8990807757,29145.9255795527,32978.8561614636,False,False
28643242,2013 Subaru Outback,2013,318000,-,AB,Automatic,6000,11,121,0.15,0.0225,318,101124,4085.92480391282,7340.51184613936,10137.6497598974,False,False
28471536,2009 Subaru Outback,2009,252000,-,QC,Automatic,4200,15,225,0.11,0.0121,252,63504,1749.04923253815,5041.647233029,8710.8219432576,False,False
28462237,2022 Subaru Outback Wilderness,2022,43190,Drummondville,QC,Automatic,43000,2,4,0.24,0.0576,43.19,1865.3761,35748.605883091,41948.7158899302,45427.2241706053,False,False
28998342,2005 Subaru Outback,2005,250000,-,ON,,1200,19,361,0.07,0.0049,250,62500,-540.27429044975,3429.877351537,6838.69878701781,False,False
29010182,2012 Subaru Outback,2012,173000,-,NB,,12888,12,144,0.14,0.0196,173,29929,8390.55152750779,11808.7489516223,16193.733027364,False,False
28567671,2001 Subaru Outback Green and gold,2001,300000,-,ON,,2000,23,529,0.03,0.0009,300,90000,-2315.90562537433,2757.34613682329,4898.82601973215,False,False
28840474,2012 Subaru Outback,2012,318000,-,ON,,2000,12,144,0.14,0.0196,318,101124,2610.15870725606,5982.83644934392,8870.61438085832,True,False
29295447,2012 Subaru Outback,2012,167080,-,ON,,13995,12,144,0.14,0.0196,167.08,27915.7264,8631.47591447883,12139.1713836684,16584.6810732043,False,False
28641974,2010 Subaru Outback,2010,229000,-,ON,,6995,14,196,0.12,0.0144,229,52441,3661.04587295253,6837.14537758267,10740.7738567968,False,False
28807636,2012 Subaru Outback,2012,302269,-,ON,,5200,12,144,0.14,0.0196,302.269,91366.548361,3226.06219983198,6404.2060837663,9455.78489221187,False,False
28650577,2017 Subaru Outback,2017,101000,-,ON,,20995,7,49,0.19,0.0361,101,10201,20332.1933398127,24809.0873805742,29181.2535063918,False,False
28497485,2002 Subaru Outback 3.0 H6 VDC AWD,2002,360000,Magrath,AB,Automatic,2000,22,484,0.04,0.0016,360,129600,-4943.19827654903,884.415373191994,2630.68243214033,False,False
27924724,2001 Subaru Outback,2001,249000,-,BC,,4500,23,529,0.03,0.0009,249,62001,-299.107182162443,4499.99999999988,7170.07551372144,False,False
28941432,2008 Subaru Outback,2008,266649,-,ON,,2000,16,256,0.1,0.01,266.649,71101.689201,334.106189503451,3817.51184274985,7308.78026212819,False,False
28820099,2013 Subaru Outback Premium,2013,209931,-,ON,,9500,11,121,0.15,0.0225,209.931,44071.024761,8372.07158108744,11269.0915859447,15184.790239713,False,False
28565309,2017 Subaru Outback,2017,160000,Montreal,QC,,15000,7,49,0.19,0.0361,160,25600,17905.3701878653,21032.6394234387,24804.7363646497,True,False
28914142,2014 Subaru Outback,2014,241000,-,QC,,9000,10,100,0.16,0.0256,241,58081,8763.05905575559,11419.5167136576,14895.3553253919,False,False
28163763,2014 Subaru Outback 2.5i Premium,2014,140000,Ottawa,ON,Manual,18500,10,100,0.16,0.0256,140,19600,12850.6427492657,16628.604889236,21139.8428974868,False,False
28599351,2017 Subaru Outback 2.5i Touring w/Tech Pkg | SUNROOF | BACKUP CAMERA | ROOF RAILS |,2017,70316,Winnipeg,MB,Automatic,27631,7,49,0.19,0.0361,70.316,4944.339856,21609.4748734409,27058.200039788,31740.5895579795,False,False
29523682,2018 Subaru Outback LIMITED,2018,102051,Cowansville,QC,Automatic,27500,6,36,0.2,0.04,102.051,10414.406601,22567.6053072777,26943.3748620944,31067.9846002973,False,False
28778860,2020 Subaru Outback Convenience,2020,48569,North Central Edmonton,AB,Automatic,36980,4,16,0.22,0.0484,48.569,2358.947761,29839.8827662856,35904.0931849373,40007.0978425574,False,False
28553017,2014 Subaru Outback,2014,94000,-,ON,,18500,10,100,0.16,0.0256,94,8836,14749.5883715838,19701.6301260923,24679.882249518,False,False
28551556,2019 Subaru Outback Touring,2019,154500,Oakville,ON,Automatic,20999,5,25,0.21,0.0441,154.5,23870.25,22848.5759667145,25939.9733310653,29265.1374142019,True,False
27290613,2021 Subaru Outback Limited XT,2021,12500,-,QC,Automatic,42000,3,9,0.23,0.0529,12.5,156.25,34124.1501370464,41677.8884373393,45818.2134134882,False,False
28670951,2020 Subaru Outback Limited xt,2020,89000,-,ON,,33000,4,16,0.22,0.0484,89,7921,28149.3422347263,32799.173542221,36494.3289314761,False,False
28386139,2018 Subaru Outback Touring,2018,123000,Campbellville,ON,Automatic,24000,6,36,0.2,0.04,123,15129,21701.7673059898,25524.4562029926,29436.5078766848,False,False
28730077,2012 Subaru Outback Limited,2012,204000,Halifax,NS,Automatic,9000,12,144,0.14,0.0196,204,41616,7135.26311235863,10197.0730301889,14264.344760416,False,False
29450745,2015 Subaru Outback Limited,2015,176000,-,ON,,16900,9,81,0.17,0.0289,176,30976,13177.8344339427,16227.2201778262,20221.8336037425,False,False
29114105,2014 Subaru Outback Limited AWD ** GPS / CUIR / TOIT,2014,204056,Saint-Hyacinthe,QC,Automatic,11995,10,100,0.16,0.0256,204.056,41638.851136,10245.1796643086,13079.7313893331,16935.8943771464,False,False
29290010,2012 Subaru Outback Limited,2012,270000,-,ON,,5500,12,144,0.14,0.0196,270,72900,4498.00301409464,7429.0348538816,10815.5752700026,False,False
29180165,2015 Subaru Outback 2.5i Limited Package,2015,139500,Waterloo,ON,Automatic,21990,9,81,0.17,0.0289,139.5,19460.25,14668.2089352278,18357.4033445328,22724.5856892199,False,False
29460329,2016 Subaru Outback 3.6R w/Limited Pkg ~ NAV. ~ REAR CAMERA ~ LEATHER,2016,160800,Toronto,ON,Automatic,19999,8,64,0.18,0.0324,160.8,25856.64,15754.3921612007,18948.5591651086,22920.1417892457,False,False
29551829,2010 Subaru Outback Premium AWD PUIS TIMMING BELT NEUVE,2010,240232,Trois-Rivières,QC,Automatic,6495,14,196,0.12,0.0144,240.232,57711.413824,3211.93695035255,6360.52718910584,10148.3436421105,False,False
29429311,2013 Subaru Outback 3.6R Limited,2013,212826,Mascouche,QC,Automatic,9995,11,121,0.15,0.0225,212.826,45294.906276,8255.57402905928,11132.3058916982,15018.2451012008,False,False
28436268,2019 Subaru Outback Navigation | Leather Seating | Back up Camera,2019,84364,Prince George,BC,Automatic,35069,5,25,0.21,0.0441,84.364,7117.284496,25742.0096431884,30590.0579753906,34627.5061941053,False,True
29257811,2024 Subaru Outback Onyx,2024,0,Edmonton,AB,Automatic,45168,0,0,0.26,0.0676,0,0,43901.9999999999,51973.9929621165,55089.831145578,False,False
29152468,2021 Subaru Outback Premier XT,2021,42554,Prince Albert,SK,Automatic,45995,3,9,0.23,0.0529,42.554,1810.842916,32853.8330195962,39112.9481084536,42951.772316868,False,True
29371726,2022 Subaru Outback Limited XT,2022,30000,Macoun,SK,Automatic,45899,2,4,0.24,0.0576,30,900,36304.7998463803,43049.6249331157,46660.6159729615,False,False
29413251,2015 Subaru Outback 3.6R w-Limited & Tech Pkg *Nav / P.Roof / RCAM*,2015,127000,London,ON,Automatic,22991,9,81,0.17,0.0289,127,16129,15181.9874154195,19150.3754859937,23644.7374327804,False,False
28984784,2021 Subaru Outback Touring,2021,21562,Cayuga,ON,Automatic,40795,3,9,0.23,0.0529,21.562,464.919844,33740.0705428017,40884.7890564976,44934.332449878,False,False
29523723,2019 Subaru Outback 3.6R Limited CUIR TOIT NAVIGATION AWD,2019,73276,Cowansville,QC,Automatic,30984,5,25,0.21,0.0441,73.276,5369.372176,26204.4052119147,31418.5099421308,35567.9586638837,False,False
29564009,2024 Subaru Outback Onyx,2024,0,Grande Prairie,AB,Automatic,45515,0,0,0.26,0.0676,0,0,43901.9999999999,51973.9929621165,55089.831145578,False,False
29243949,2017 Subaru Outback 2.5i,2017,109832,Saskatoon,SK,Automatic,28888,7,49,0.19,0.0361,109.832,12063.068224,19966.4678647671,24197.8671384455,28480.5043570898,False,True
28329353,2015 Subaru Outback 2.5i w/Touring Pkg,2015,141800,Moncton,NB,Automatic,18500,9,81,0.17,0.0289,141.8,20107.24,14573.8613318958,18215.0231455701,22558.7815189414,False,False
29497759,2018 Subaru Outback 3.6R Limited,2018,78888,Cowansville,QC,Automatic,26990,6,36,0.2,0.04,78.888,6223.316544,23530.5818337432,28618.1111922251,32977.0551268246,False,False
29602288,2021 Subaru Outback Touring,2021,63244,Grande Prairie,AB,Automatic,39603,3,9,0.23,0.0529,63.244,3999.803536,31985.0990615164,37455.9456520016,41086.5013818158,False,False
28980264,2013 Subaru Outback 5dr Wgn CVT 2.5i w/Limited Pkg,2013,233000,Hamilton,ON,CVT,11995,11,121,0.15,0.0225,233,54289,7446.31845993298,10227.3222968734,13905.5674166083,False,False
29532184,2024 Subaru Outback Limited,2024,0,Surrey,BC,Automatic,45010,0,0,0.26,0.0676,0,0,43901.9999999999,51973.9929621165,55089.831145578,False,False
29170701,2022 Subaru Outback Premier AWD with Navigation,2022,38154,Sherwood Park,AB,Automatic,44821,2,4,0.24,0.0576,38.154,1455.727716,35960.7368314496,42364.7934623459,45893.9118976302,False,False
29063225,2013 Subaru Outback 2.5i Premium,2013,86511,Parksville,BC,Automatic,19888,11,121,0.15,0.0225,86.511,7484.153121,13424.5445813128,18715.7193392085,23889.627239084,False,False
29180169,2018 Subaru Outback 2.5i Touring,2018,92700,Waterloo,ON,Automatic,27495,6,36,0.2,0.04,92.7,8593.29,22955.6510191704,27606.0918645137,31825.3902793368,False,False
29408168,2024 Subaru Outback Onyx,2024,0,Surrey,BC,Automatic,43310,0,0,0.26,0.0676,0,0,43901.9999999999,51973.9929621165,55089.831145578,True,False
29408164,2024 Subaru Outback Touring,2024,0,Surrey,BC,Automatic,41010,0,0,0.26,0.0676,0,0,43901.9999999999,51973.9929621165,55089.831145578,True,False
29062826,2019 Subaru Outback,2019,57860,Hamilton,ON,Automatic,29397,5,25,0.21,0.0441,57.86,3347.7796,26849.540743789,32612.6641790881,36917.5556064339,False,False
29619827,2015 Subaru Outback Touring,2015,131196,Gatineau,QC,Automatic,20400,9,81,0.17,0.0289,131.196,17212.390416,15009.3301886087,18880.5806680856,23332.2744317495,False,False
29335308,2018 Subaru Outback 2.5i Tourisme avec ensemble EyeSight,2018,129450,Mirabel,QC,Automatic,24967,6,36,0.2,0.04,129.45,16757.3025,21436.1580762466,25105.89373807,28952.3817675774,False,False
29292396,2024 Subaru Outback Convenience,2024,0,Edmonton,AB,Automatic,38568,0,0,0.26,0.0676,0,0,43901.9999999999,51973.9929621165,55089.831145578,True,False
29467895,2016 Subaru Outback 2.5i Limited Package,2016,93850,Thunder Bay,ON,Automatic,26464,8,64,0.18,0.0324,93.85,8807.8225,18510.5628867631,23277.9128464809,27930.1351260617,False,False
29206428,2015 Subaru Outback,2015,234000,-,ON,,14495,9,81,0.17,0.0289,234,54756,10839.7807507459,13410.1242879489,16809.0191645032,False,False
29039505,"2018 Subaru Outback Automatique 89,440 km",2018,89440,Acton Vale,QC,Automatic,25990,6,36,0.2,0.04,89.44,7999.5136,23091.1603907901,27841.3914668666,32093.6731116534,False,False
29622070,2023 Subaru Outback Wilderness CVT,2023,12211,Saint-Hyacinthe,QC,CVT,45995,1,1,0.25,0.0625,12.211,149.108521,40140.151475925,47649.5494550353,51055.6692587596,False,False
29325639,2019 Subaru Outback 2.5i Touring CVT,2019,61723,St. Catharines,ON,CVT,30498,5,25,0.21,0.0441,61.723,3809.728729,26687.6342173053,32308.8047008238,36574.7747588593,False,False
28586483,2020 Subaru Outback Touring,2020,36717,Cayuga,ON,Automatic,35595,4,16,0.22,0.0484,36.717,1348.138089,30338.8658978864,36878.4726469583,41100.6174966026,False,False
29425334,2019 Subaru Outback 2.5i Limited,2019,52280,Lethbridge,AB,Automatic,36900,5,25,0.21,0.0441,52.28,2733.1984,27083.7008345879,33057.0401421075,37418.1169587771,False,False
29609103,2012 Subaru Outback 2.5i w/Limited &amp; Nav Pkg,2012,221365,Wakefield,QC,Automatic,9250,12,144,0.14,0.0196,221.365,49002.463225,6436.7286433241,9381.28711231896,13270.0230754179,False,False
28255352,2019 Subaru Outback 3.6R Limited,2019,62107,Thunder Bay,ON,Automatic,35964,5,25,0.21,0.0441,62.107,3857.279449,26671.5489521805,32278.7686306873,36540.8686269623,False,False
29454044,2021 Subaru Outback Limited,2021,23240,Belleville,ON,Automatic,42995,3,9,0.23,0.0529,23.24,540.0976,33669.0503113016,40739.798886182,44772.5202225874,False,False
29078954,2017 Subaru Outback 2.5i Limited,2017,119000,Waterloo,ON,Automatic,25490,7,49,0.19,0.0361,119,14161,19587.7385742677,23580.4910741237,27770.082257735,False,False
28516851,2021 Subaru Outback Touring,2021,42698,Cayuga,ON,Automatic,34995,3,9,0.23,0.0529,42.698,1823.119204,32847.7704233414,39101.1090387276,42938.4857152004,False,False
27910383,2016 Subaru Outback 3.6R Limited Package,2016,112716,Ottawa,ON,Automatic,25999,8,64,0.18,0.0324,112.716,12704.896656,17728.8945181743,21963.9494413253,26424.9835806431,False,False
28903119,2020 Subaru Outback Ltd 2.5l Cuir Toit,2020,123125,Cowansville,QC,Automatic,30984,4,16,0.22,0.0484,123.125,15159.765625,26736.4987437259,30442.1177952693,33791.3225047244,False,False
28678332,2014 Subaru Outback 2.5i Premium,2014,220000,Saint-Germain,QC,Automatic,9950,10,100,0.16,0.0256,220,48400,9603.69211335667,12328.5399845386,16020.7910693007,False,False
27097241,2018 Subaru Outback 2.5i,2018,118327,Sarnia,ON,Automatic,26998,6,36,0.2,0.04,118.327,14001.278929,21894.4866780088,25833.0881845312,29792.6054594322,False,False
29049055,2021 Subaru Outback Limited - Leather - Navigation - Sunroof,2021,12371,Mississauga,ON,Automatic,42500,3,9,0.23,0.0529,12.371,153.041641,34129.6241486022,41689.3012564629,45830.9177343071,False,False
28606547,2017 Subaru Outback 3.6R Limited w/Tech Pkg| No Accident| R.Cam| Sunroof| AWD,2017,102980,Barrie,ON,Automatic,27995,7,49,0.19,0.0361,102.98,10604.8804,20250.1284692066,24670.655514173,29022.7597581841,False,False
27218691,2020 Subaru Outback Touring w/ Eyesight & rare colour!,2020,35411,Saint John,NB,Automatic,37488,4,16,0.22,0.0484,35.411,1253.938921,30393.9447574816,36987.6221963052,41222.8838134338,False,False
29368182,2020 Subaru Outback Convenience,2020,61650,Red Deer,AB,Automatic,30985,4,16,0.22,0.0484,61.65,3800.7225,29290.95510283,34862.4651285764,38833.7556354522,False,False
29621713,2023 Subaru Outback Limited,2023,0,Edmonton,AB,Automatic,43402,1,1,0.25,0.0625,0,0,40659.1676148335,48745.8907770346,52274.1586187986,False,False
29573703,2022 Subaru Outback Limited XT,2022,2935,Richmond,BC,Automatic,42942,2,4,0.24,0.0576,2.935,8.614225,37452.0783574632,45421.4933982898,49303.5964869089,False,False
28969227,2019 Subaru Outback 2.5I AWD,2019,112179,Edmonton,AB,Automatic,31995,5,25,0.21,0.0441,112.179,12584.128041,24588.0237336987,28623.938404246,32379.697024377,False,False
